ID,ISOCODE,STARTDATE,NEXTSTARTDATE,CONVERSIONRATE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP
04wb00000001YjOAAU,SGD,2014-11-01,2014-12-01,2.0566,1415298542000,005b0000000L061AAC,1415298542000,005b0000000L061AAC,1419193968000
04wb00000001ZXgAAM,EUR,2014-12-01,2015-05-01,1.2563,1419193968000,005b0000000L061AAC,1419193968000,005b0000000L061AAC,1430846717000
04wb00000001ZXhAAM,HKD,2014-12-01,2015-05-01,12.1448,1419193968000,005b0000000L061AAC,1419193968000,005b0000000L061AAC,1430846717000
04wb00000001ZXiAAM,SGD,2014-12-01,2015-05-01,2.0414,1419193968000,005b0000000L061AAC,1419193968000,005b0000000L061AAC,1430846717000
04wb00000001c2vAAA,EUR,2015-05-01,2015-07-01,1.372,1430846717000,005b0000000L061AAC,1430846717000,005b0000000L061AAC,1436477350000
04wb00000001c2xAAA,SGD,2015-05-01,2015-07-01,2.0358,1430846717000,005b0000000L061AAC,1430846717000,005b0000000L061AAC,1436477350000
04wb00000001dYDAAY,AED,2015-07-01,2015-09-01,5.77485,1436477349000,005b0000000L061AAC,1436477349000,005b0000000L061AAC,1442777745000
04wb00000001dYEAAY,EUR,2015-07-01,2015-09-01,1.4118,1436477350000,005b0000000L061AAC,1436477350000,005b0000000L061AAC,1442777747000
04wb00000001dYFAAY,HKD,2015-07-01,2015-09-01,12.1941,1436477350000,005b0000000L061AAC,1436477350000,005b0000000L061AAC,1442777747000
04wb00000001dYHAAY,USD,2015-07-01,2015-09-01,1.5729,1436477350000,005b0000000L061AAC,1436477350000,005b0000000L061AAC,1442777747000
04wb00000004h51AAA,CHF,2015-09-01,2015-10-01,1.4751,1442777746000,005b0000000L061AAC,1442777746000,005b0000000L061AAC,1443689565000
04wb00000004hN9AAI,USD,2015-10-01,2015-11-01,1.5147,1443689565000,005b0000000L061AAC,1443689565000,005b0000000L061AAC,1446463157000
04wb00000004juXAAQ,HKD,2015-12-01,2016-01-01,11.6692,1451832138000,005b0000000L061AAC,1451832138000,005b0000000L061AAC,1452183440000
04wb00000004k29AAA,USD,2016-01-01,2016-02-01,1.4819,1452183441000,005b0000000L061AAC,1452183441000,005b0000000L061AAC,1454329688000
04wb00000004zknAAA,EUR,2017-06-01,2017-07-01,1.1481,1496329765000,005b0000000L061AAC,1496329765000,005b0000000L061AAC,1499156955000
04w0X000000DV0zQAG,EUR,2018-10-01,2018-11-01,1.1169,1538409076000,005b0000000L061AAC,1538409076000,005b0000000L061AAC,1541070116000
04w0X000000DV1HQAW,AUD,2018-12-01,2019-01-01,1.7472,1543833636000,005b0000000L061AAC,1543833636000,005b0000000L061AAC,1546422535000
04w0X000000DV1NQAW,SGD,2018-12-01,2019-01-01,1.7504,1543833637000,005b0000000L061AAC,1543833637000,005b0000000L061AAC,1546422536000
04w0X000000DV1RQAW,AUD,2019-01-01,2019-02-01,1.8092,1546422535000,005b0000000L061AAC,1546422535000,005b0000000L061AAC,1549014675000
04w0X000000DV1eQAG,HKD,2019-02-01,2019-03-01,10.3208,1549014676000,005b0000000L061AAC,1549014676000,005b0000000L061AAC,1551449901000
04w0X000000Qfn7QAC,AUD,2019-03-01,2021-09-02,1.8693,1551449900000,005b0000000L061AAC,1551449900000,005b0000000L061AAC,1630593681000
04w0X000000QfnAQAS,HKD,2019-03-01,2021-09-02,10.4402,1551449901000,005b0000000L061AAC,1551449901000,005b0000000L061AAC,1630593682000
04w0X000000QfnEQAS,USD,2019-03-01,2021-09-02,1.33,1551449901000,005b0000000L061AAC,1551449901000,005b0000000L061AAC,1630593683000
04w0X000000kCgmQAE,SGD,2018-01-01,2018-02-01,1.8048,1514890064000,005b0000000L061AAC,1514890064000,005b0000000L061AAC,1517485559000
04w0X000000kCgrQAE,AUD,2018-02-01,2018-03-01,1.7563,1517485559000,005b0000000L061AAC,1517485559000,005b0000000L061AAC,1519903461000
04w0X000000kCh3QAE,EUR,2018-03-01,2018-04-01,1.1299,1519903462000,005b0000000L061AAC,1519903462000,005b0000000L061AAC,1522918674000
04w0X000000kCh7QAE,USD,2018-03-01,2018-04-01,1.378,1519903462000,005b0000000L061AAC,1519903462000,005b0000000L061AAC,1522918675000
04w0X000000kChHQAU,USD,2018-04-01,2018-05-01,1.4033,1522918675000,005b0000000L061AAC,1522918675000,005b0000000L061AAC,1525168937000
04w0X000000kChOQAU,HKD,2018-05-01,2018-06-01,10.812,1525168937000,005b0000000L061AAC,1525168937000,005b0000000L061AAC,1527844672000
04w0X000000kChQQAU,SGD,2018-05-01,2018-06-01,1.8241,1525168937000,005b0000000L061AAC,1525168937000,005b0000000L061AAC,1527844672000
04w7Z0000008oYPQAY,CHF,2021-09-02,2021-09-07,1.3247,1630593682000,0050X000008uaG0QAI,1630593682000,0050X000008uaG0QAI,1631007995000
04w7Z0000008oYRQAY,HKD,2021-09-02,2021-09-07,10.4402,1630593682000,0050X000008uaG0QAI,1630593682000,0050X000008uaG0QAI,1631007996000
04w7Z0000008oYSQAY,MYR,2021-09-02,2021-09-07,5.4084,1630593682000,0050X000008uaG0QAI,1630593682000,0050X000008uaG0QAI,1631007996000
04w7Z0000008oYUQAY,SGD,2021-09-02,2021-09-07,1.7967,1630593682000,0050X000008uaG0QAI,1630593682000,0050X000008uaG0QAI,1631007996000
04w7Z0000008oYVQAY,USD,2021-09-02,2021-09-07,1.3761,1630593683000,0050X000008uaG0QAI,1630593683000,0050X000008uaG0QAI,1631007996000
04w7Z0000008oYZQAY,CHF,2021-09-07,9999-12-31,1.2,1631007995000,0050X000008uaG0QAI,1631007995000,0050X000008uaG0QAI,1631007995000
04w7Z0000008oYfQAI,USD,2021-09-07,9999-12-31,1.2,1631007996000,0050X000008uaG0QAI,1631007996000,0050X000008uaG0QAI,1631007996000
04wb00000000HssAAE,SGD,0000-12-30,2014-02-01,2.1007,1393757057000,005b0000000L03vAAC,1393757057000,005b0000000L03vAAC,1395391980000
04wb00000000ms3AAA,HKD,2014-02-01,2014-03-01,12.7611,1395391980000,005b0000000L061AAC,1395391980000,005b0000000L061AAC,1395392480000
04wb00000000ms6AAA,AED,2014-03-01,2014-04-01,6.1554,1395392479000,005b0000000L061AAC,1395392479000,005b0000000L061AAC,1396353841000
04wb00000000ms7AAA,EUR,2014-03-01,2014-04-01,1.2134,1395392480000,005b0000000L061AAC,1395392480000,005b0000000L061AAC,1396353842000
04wb000000014MVAAY,SGD,2014-04-01,2014-05-01,2.0965,1396353843000,005b0000000L061AAC,1396353843000,005b0000000L061AAC,1399044578000
04wb000000019PbAAI,EUR,2014-05-01,2014-06-01,1.2178,1399044577000,005b0000000L061AAC,1399044577000,005b0000000L061AAC,1401801561000
04wb00000001EnnAAE,EUR,2014-06-01,2014-07-01,1.2293,1401801561000,005b0000000L061AAC,1401801561000,005b0000000L061AAC,1404381497000
04wb00000001NK8AAM,SGD,2014-08-01,2014-09-01,2.1068,1407139445000,005b0000000L061AAC,1407139445000,005b0000000L061AAC,1409645011000
04wb00000001RUZAA2,EUR,2014-09-01,2014-10-01,1.2608,1409645011000,005b0000000L061AAC,1409645011000,005b0000000L061AAC,1412932703000
04wb00000001RUaAAM,HKD,2014-09-01,2014-10-01,12.8711,1409645011000,005b0000000L061AAC,1409645011000,005b0000000L061AAC,1412932703000
04wb00000001RUbAAM,SGD,2014-09-01,2014-10-01,2.0725,1409645011000,005b0000000L061AAC,1409645011000,005b0000000L061AAC,1412932703000
04wb00000001RUcAAM,USD,2014-09-01,2014-10-01,1.6608,1409645011000,005b0000000L061AAC,1409645011000,005b0000000L061AAC,1412932703000
04wb00000001Wm5AAE,HKD,2014-10-01,2014-11-01,12.5884,1412932703000,005b0000000L061AAC,1412932703000,005b0000000L061AAC,1415298542000
04wb00000001YjPAAU,USD,2014-11-01,2014-12-01,1.5999,1415298542000,005b0000000L061AAC,1415298542000,005b0000000L061AAC,1419193968000
04wb00000001c2wAAA,HKD,2015-05-01,2015-07-01,11.912,1430846717000,005b0000000L061AAC,1430846717000,005b0000000L061AAC,1436477350000
04wb00000001c2yAAA,USD,2015-05-01,2015-07-01,1.5368,1430846718000,005b0000000L061AAC,1430846718000,005b0000000L061AAC,1436477350000
04wb00000004h52AAA,EUR,2015-09-01,2015-10-01,1.3689,1442777747000,005b0000000L061AAC,1442777747000,005b0000000L061AAC,1443689565000
04wb00000004h53AAA,HKD,2015-09-01,2015-10-01,11.8992,1442777747000,005b0000000L061AAC,1442777747000,005b0000000L061AAC,1443689565000
04wb00000004h54AAA,SGD,2015-09-01,2015-10-01,2.1589,1442777747000,005b0000000L061AAC,1442777747000,005b0000000L061AAC,1443689565000
04wb00000004hN5AAI,CHF,2015-10-01,2015-11-01,1.4797,1443689565000,005b0000000L061AAC,1443689565000,005b0000000L061AAC,1446463156000
04wb00000004hN8AAI,SGD,2015-10-01,2015-11-01,2.1538,1443689565000,005b0000000L061AAC,1443689565000,005b0000000L061AAC,1446463157000
04wb00000004iKzAAI,AED,2015-11-01,2015-12-01,5.66357,1446463156000,005b0000000L061AAC,1446463156000,005b0000000L061AAC,1451832137000
04wb00000004iL1AAI,EUR,2015-11-01,2015-12-01,1.3987,1446463156000,005b0000000L061AAC,1446463156000,005b0000000L061AAC,1451832138000
04wb00000004iL2AAI,HKD,2015-11-01,2015-12-01,11.9685,1446463157000,005b0000000L061AAC,1446463157000,005b0000000L061AAC,1451832138000
04wb00000004iL4AAI,USD,2015-11-01,2015-12-01,1.5443,1446463157000,005b0000000L061AAC,1446463157000,005b0000000L061AAC,1451832138000
04wb00000004juWAAQ,EUR,2015-12-01,2016-01-01,1.4253,1451832138000,005b0000000L061AAC,1451832138000,005b0000000L061AAC,1452183440000
04wb00000004juYAAQ,SGD,2015-12-01,2016-01-01,2.1208,1451832138000,005b0000000L061AAC,1451832138000,005b0000000L061AAC,1452183440000
04wb00000004juZAAQ,USD,2015-12-01,2016-01-01,1.5053,1451832138000,005b0000000L061AAC,1451832138000,005b0000000L061AAC,1452183441000
04wb00000004k24AAA,AED,2016-01-01,2016-02-01,5.41143,1452183439000,005b0000000L061AAC,1452183439000,005b0000000L061AAC,1454329686000
04wb00000004k27AAA,HKD,2016-01-01,2016-02-01,11.4862,1452183440000,005b0000000L061AAC,1452183440000,005b0000000L061AAC,1454329687000
04wb00000004zkkAAA,AED,2017-06-01,2017-07-01,4.71477,1496329762000,005b0000000L061AAC,1496329762000,005b0000000L061AAC,1499156953000
04w0X000000DV1OQAW,USD,2018-12-01,2019-01-01,1.276,1543833637000,005b0000000L061AAC,1543833637000,005b0000000L061AAC,1546422536000
04w0X000000DV1XQAW,SGD,2019-01-01,2019-02-01,1.7388,1546422536000,005b0000000L061AAC,1546422536000,005b0000000L061AAC,1549014676000
04w0X000000QfnDQAS,SGD,2019-03-01,2021-09-02,1.7967,1551449901000,005b0000000L061AAC,1551449901000,005b0000000L061AAC,1630593682000
04w0X000000kChAQAU,AED,2018-04-01,2018-05-01,5.14559,1522918674000,005b0000000L061AAC,1522918674000,005b0000000L061AAC,1525168936000
04w0X000000kChPQAU,MYR,2018-05-01,2018-06-01,5.4023,1525168937000,005b0000000L061AAC,1525168937000,005b0000000L061AAC,1527844672000
04w7Z0000008oYNQAY,AED,2021-09-02,2021-09-07,4.88002,1630593681000,0050X000008uaG0QAI,1630593681000,0050X000008uaG0QAI,1631007995000
04wb00000001JRiAAM,HKD,2014-07-01,2014-08-01,13.252,1404381498000,005b0000000L061AAC,1404381498000,005b0000000L061AAC,1407139444000
04wb00000001NK5AAM,AED,2014-08-01,2014-09-01,6.2012,1407139443000,005b0000000L061AAC,1407139443000,005b0000000L061AAC,1409645010000
04wb00000001NK6AAM,EUR,2014-08-01,2014-09-01,1.2619,1407139444000,005b0000000L061AAC,1407139444000,005b0000000L061AAC,1409645011000
04wb00000001NK9AAM,USD,2014-08-01,2014-09-01,1.6883,1407139445000,005b0000000L061AAC,1407139445000,005b0000000L061AAC,1409645011000
04wb00000001Wm3AAE,AED,2014-10-01,2014-11-01,5.9544,1412932702000,005b0000000L061AAC,1412932702000,005b0000000L061AAC,1415298542000
04wb00000001YjNAAU,HKD,2014-11-01,2014-12-01,12.4072,1415298542000,005b0000000L061AAC,1415298542000,005b0000000L061AAC,1419193968000
04wb00000001c2uAAA,AED,2015-05-01,2015-07-01,5.65547,1430846717000,005b0000000L061AAC,1430846717000,005b0000000L061AAC,1436477349000
04wb00000001dYGAAY,SGD,2015-07-01,2015-09-01,2.1182,1436477350000,005b0000000L061AAC,1436477350000,005b0000000L061AAC,1442777747000
04wb00000004h50AAA,AED,2015-09-01,2015-10-01,5.65445,1442777745000,005b0000000L061AAC,1442777745000,005b0000000L061AAC,1443689564000
04wb00000004h55AAA,USD,2015-09-01,2015-10-01,1.5354,1442777747000,005b0000000L061AAC,1442777747000,005b0000000L061AAC,1443689565000
04wb00000004hN7AAI,HKD,2015-10-01,2015-11-01,11.7391,1443689565000,005b0000000L061AAC,1443689565000,005b0000000L061AAC,1446463157000
04wb00000004iL0AAI,CHF,2015-11-01,2015-12-01,1.5225,1446463156000,005b0000000L061AAC,1446463156000,005b0000000L061AAC,1451832137000
04wb00000004juUAAQ,AED,2015-12-01,2016-01-01,5.51998,1451832137000,005b0000000L061AAC,1451832137000,005b0000000L061AAC,1452183439000
04wb00000004k25AAA,CHF,2016-01-01,2016-02-01,1.4726,1452183440000,005b0000000L061AAC,1452183440000,005b0000000L061AAC,1454329687000
04wb00000004k28AAA,SGD,2016-01-01,2016-02-01,2.095,1452183440000,005b0000000L061AAC,1452183440000,005b0000000L061AAC,1454329688000
04wb00000004zklAAA,AUD,2017-06-01,2017-07-01,1.7341,1496329763000,005b0000000L061AAC,1496329763000,005b0000000L061AAC,1499156954000
04wb00000004zkmAAA,CHF,2017-06-01,2017-07-01,1.2494,1496329763000,005b0000000L061AAC,1496329763000,005b0000000L061AAC,1499156954000
04wb00000004zkoAAA,HKD,2017-06-01,2017-07-01,10.0618,1496329765000,005b0000000L061AAC,1496329765000,005b0000000L061AAC,1499156955000
04wb00000004zkpAAA,MYR,2017-06-01,2017-07-01,5.5276,1496329765000,005b0000000L061AAC,1496329765000,005b0000000L061AAC,1499156955000
04w0X000000DV1WQAW,SEK,2019-01-01,2019-02-01,11.4292,1546422536000,005b0000000L061AAC,1546422536000,005b0000000L061AAC,1549014676000
04wb00000000ms2AAA,EUR,2014-02-01,2014-03-01,1.2187,1395391979000,005b0000000L061AAC,1395391979000,005b0000000L061AAC,1395392480000
04w7Z0000008oYTQAY,SEK,2021-09-02,2021-09-07,12.2772,1630593682000,0050X000008uaG0QAI,1630593682000,0050X000008uaG0QAI,1631007996000
04wb00000001JRhAAM,EUR,2014-07-01,2014-08-01,1.2489,1404381497000,005b0000000L061AAC,1404381497000,005b0000000L061AAC,1407139444000
04w7Z0000008oYaQAI,EUR,2021-09-07,9999-12-31,1.2,1631007995000,0050X000008uaG0QAI,1631007995000,0050X000008uaG0QAI,1631007995000
04wb00000000GzXAAU,GBP,0000-12-30,9999-12-31,1,1391787995000,005b0000000L03lAAC,1391787995000,005b0000000L03lAAC,1391787995000
04wb000000019PaAAI,AED,2014-05-01,2014-06-01,6.202,1399044577000,005b0000000L061AAC,1399044577000,005b0000000L061AAC,1401801560000
04wb00000001Wm4AAE,EUR,2014-10-01,2014-11-01,1.2834,1412932703000,005b0000000L061AAC,1412932703000,005b0000000L061AAC,1415298542000
04wb00000001Wm7AAE,USD,2014-10-01,2014-11-01,1.6212,1412932703000,005b0000000L061AAC,1412932703000,005b0000000L061AAC,1415298542000
04wb00000001YjMAAU,EUR,2014-11-01,2014-12-01,1.2769,1415298542000,005b0000000L061AAC,1415298542000,005b0000000L061AAC,1419193968000
04wb00000001ZXfAAM,AED,2014-12-01,2015-05-01,5.7522,1419193968000,005b0000000L061AAC,1419193968000,005b0000000L061AAC,1430846717000
04wb00000001ZXjAAM,USD,2014-12-01,2015-05-01,1.5661,1419193968000,005b0000000L061AAC,1419193968000,005b0000000L061AAC,1430846718000
04wb00000004hN4AAI,AED,2015-10-01,2015-11-01,5.56434,1443689564000,005b0000000L061AAC,1443689564000,005b0000000L061AAC,1446463156000
04wb00000004hN6AAI,EUR,2015-10-01,2015-11-01,1.3565,1443689565000,005b0000000L061AAC,1443689565000,005b0000000L061AAC,1446463156000
04wb00000004iL3AAI,SGD,2015-11-01,2015-12-01,2.1626,1446463157000,005b0000000L061AAC,1446463157000,005b0000000L061AAC,1451832138000
04wb00000004juVAAQ,CHF,2015-12-01,2016-01-01,1.5473,1451832137000,005b0000000L061AAC,1451832137000,005b0000000L061AAC,1452183440000
04wb00000000Ht7AAE,AED,0000-12-30,2014-02-01,6.0364,1393757169000,005b0000000L03vAAC,1393757169000,005b0000000L03vAAC,1395391978000
04wb00000004k26AAA,EUR,2016-01-01,2016-02-01,1.3605,1452183440000,005b0000000L061AAC,1452183440000,005b0000000L061AAC,1454329687000
04wb00000004zkqAAA,SGD,2017-06-01,2017-07-01,1.7862,1496329766000,005b0000000L061AAC,1496329766000,005b0000000L061AAC,1499156956000
04wb00000004zkrAAA,USD,2017-06-01,2017-07-01,1.2912,1496329766000,005b0000000L061AAC,1496329766000,005b0000000L061AAC,1499156956000
04wb000000055D3AAI,AED,2017-07-01,2017-08-01,4.78055,1499156953000,005b0000000L061AAC,1499156953000,005b0000000L061AAC,1501580283000
04wb000000055D4AAI,AUD,2017-07-01,2017-08-01,1.6936,1499156954000,005b0000000L061AAC,1499156954000,005b0000000L061AAC,1501580284000
04wb000000055D5AAI,CHF,2017-07-01,2017-08-01,1.2442,1499156954000,005b0000000L061AAC,1499156954000,005b0000000L061AAC,1501580284000
04wb000000055D6AAI,EUR,2017-07-01,2017-08-01,1.1391,1499156955000,005b0000000L061AAC,1499156955000,005b0000000L061AAC,1501580285000
04wb000000055D8AAI,MYR,2017-07-01,2017-08-01,5.576,1499156955000,005b0000000L061AAC,1499156955000,005b0000000L061AAC,1501580286000
04wb000000055D9AAI,SGD,2017-07-01,2017-08-01,1.7887,1499156956000,005b0000000L061AAC,1499156956000,005b0000000L061AAC,1501580286000
04wb000000055DAAAY,USD,2017-07-01,2017-08-01,1.299,1499156956000,005b0000000L061AAC,1499156956000,005b0000000L061AAC,1501580287000
04wb000000059mvAAA,AED,2017-08-01,2017-09-01,4.82888,1501580283000,005b0000000L061AAC,1501580283000,005b0000000L061AAC,1504285809000
04wb000000059mwAAA,AUD,2017-08-01,2017-09-01,1.6516,1501580284000,005b0000000L061AAC,1501580284000,005b0000000L061AAC,1504285810000
04wb000000059mxAAA,CHF,2017-08-01,2017-09-01,1.2718,1501580284000,005b0000000L061AAC,1501580284000,005b0000000L061AAC,1504285810000
04wb000000059myAAA,EUR,2017-08-01,2017-09-01,1.1182,1501580285000,005b0000000L061AAC,1501580285000,005b0000000L061AAC,1504285810000
04wb000000059n0AAA,MYR,2017-08-01,2017-09-01,5.6443,1501580286000,005b0000000L061AAC,1501580286000,005b0000000L061AAC,1504285811000
04wb000000059n1AAA,SGD,2017-08-01,2017-09-01,1.7896,1501580286000,005b0000000L061AAC,1501580286000,005b0000000L061AAC,1504285811000
04wb000000059n2AAA,USD,2017-08-01,2017-09-01,1.3183,1501580287000,005b0000000L061AAC,1501580287000,005b0000000L061AAC,1504285812000
04wb00000005E58AAE,AED,2017-09-01,2017-10-01,4.73853,1504285809000,005b0000000L061AAC,1504285809000,005b0000000L061AAC,1507233533000
04wb00000005E59AAE,AUD,2017-09-01,2017-10-01,1.6248,1504285810000,005b0000000L061AAC,1504285810000,005b0000000L061AAC,1507233534000
04wb00000005E5BAAU,EUR,2017-09-01,2017-10-01,1.0837,1504285810000,005b0000000L061AAC,1504285810000,005b0000000L061AAC,1507233534000
04wb00000005E5CAAU,HKD,2017-09-01,2017-10-01,10.085,1504285811000,005b0000000L061AAC,1504285811000,005b0000000L061AAC,1507233535000
04wb00000005E5EAAU,SGD,2017-09-01,2017-10-01,1.7504,1504285811000,005b0000000L061AAC,1504285811000,005b0000000L061AAC,1507233536000
04wb00000005E5FAAU,USD,2017-09-01,2017-10-01,1.2886,1504285812000,005b0000000L061AAC,1504285812000,005b0000000L061AAC,1507233536000
04wb0000000AL2XAAW,MYR,0000-12-30,2016-02-01,5.8947,1454329568000,005b0000000L061AAC,1454329568000,005b0000000L061AAC,1454329688000
04wb0000000AL2cAAG,AED,2016-02-01,2016-03-01,5.22895,1454329686000,005b0000000L061AAC,1454329686000,005b0000000L061AAC,1457086156000
04wb0000000AL2dAAG,CHF,2016-02-01,2016-03-01,1.4537,1454329687000,005b0000000L061AAC,1454329687000,005b0000000L061AAC,1457086157000
04wb0000000AL2eAAG,EUR,2016-02-01,2016-03-01,1.3113,1454329687000,005b0000000L061AAC,1454329687000,005b0000000L061AAC,1457086157000
04wb0000000AL2fAAG,HKD,2016-02-01,2016-03-01,11.0413,1454329687000,005b0000000L061AAC,1454329687000,005b0000000L061AAC,1457086157000
04wb0000000AL2hAAG,SGD,2016-02-01,2016-03-01,2.019,1454329688000,005b0000000L061AAC,1454329688000,005b0000000L061AAC,1457086157000
04wb0000000AL2iAAG,USD,2016-02-01,2016-03-01,1.4187,1454329688000,005b0000000L061AAC,1454329688000,005b0000000L061AAC,1457086158000
04wb0000000AXfgAAG,AED,2017-10-01,2017-11-01,4.91697,1507233533000,005b0000000L061AAC,1507233533000,005b0000000L061AAC,1509573109000
04wb0000000AXfhAAG,AUD,2017-10-01,2017-11-01,1.7097,1507233534000,005b0000000L061AAC,1507233534000,005b0000000L061AAC,1509573110000
04wb0000000AXfiAAG,CHF,2017-10-01,2017-11-01,1.2981,1507233534000,005b0000000L061AAC,1507233534000,005b0000000L061AAC,1509573111000
04wb0000000AXfjAAG,EUR,2017-10-01,2017-11-01,1.1349,1507233534000,005b0000000L061AAC,1507233534000,005b0000000L061AAC,1509573111000
04wb0000000AXfkAAG,HKD,2017-10-01,2017-11-01,10.48,1507233535000,005b0000000L061AAC,1507233535000,005b0000000L061AAC,1509573112000
