ID,ISOCODE,STARTDATE,NEXTSTARTDATE,CONVERSIONRATE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP
04wb0000000AXflAAG,MYR,2017-10-01,2017-11-01,5.6622,1507233535000,005b0000000L061AAC,1507233535000,005b0000000L061AAC,1509573112000
04wb0000000AXfmAAG,SGD,2017-10-01,2017-11-01,1.8218,1507233536000,005b0000000L061AAC,1507233536000,005b0000000L061AAC,1509573112000
04wb0000000AXfnAAG,USD,2017-10-01,2017-11-01,1.3416,1507233536000,005b0000000L061AAC,1507233536000,005b0000000L061AAC,1509573113000
04wb0000000Ac8IAAS,AED,2017-11-01,2017-12-01,4.86053,1509573109000,005b0000000L061AAC,1509573109000,005b0000000L061AAC,1512123392000
04wb0000000Ac8LAAS,EUR,2017-11-01,2017-12-01,1.14,1509573111000,005b0000000L061AAC,1509573111000,005b0000000L061AAC,1512123395000
04wb0000000Ac8NAAS,MYR,2017-11-01,2017-12-01,5.6201,1509573112000,005b0000000L061AAC,1509573112000,005b0000000L061AAC,1512123396000
04wb0000000Ac8OAAS,SGD,2017-11-01,2017-12-01,1.8094,1509573112000,005b0000000L061AAC,1509573112000,005b0000000L061AAC,1512123396000
04wb0000000Ac8PAAS,USD,2017-11-01,2017-12-01,1.328,1509573113000,005b0000000L061AAC,1509573113000,005b0000000L061AAC,1512123397000
04wb0000000L9aYAAS,AED,2016-10-01,2016-11-01,4.76456,1475512013000,005b0000000L061AAC,1475512013000,005b0000000L061AAC,1477998312000
04wb0000000L9aZAAS,AUD,2016-10-01,2016-11-01,1.6977,1475512014000,005b0000000L061AAC,1475512014000,005b0000000L061AAC,1477998312000
04wb0000000L9aaAAC,CHF,2016-10-01,2016-11-01,1.2587,1475512014000,005b0000000L061AAC,1475512014000,005b0000000L061AAC,1477998313000
04wb0000000L9abAAC,EUR,2016-10-01,2016-11-01,1.1558,1475512015000,005b0000000L061AAC,1475512015000,005b0000000L061AAC,1477998313000
04wb0000000L9acAAC,HKD,2016-10-01,2016-11-01,10.0758,1475512015000,005b0000000L061AAC,1475512015000,005b0000000L061AAC,1477998313000
04wb0000000L9adAAC,MYR,2016-10-01,2016-11-01,5.3724,1475512015000,005b0000000L061AAC,1475512015000,005b0000000L061AAC,1477998314000
04wb0000000L9aeAAC,SGD,2016-10-01,2016-11-01,1.7715,1475512015000,005b0000000L061AAC,1475512015000,005b0000000L061AAC,1477998314000
04wb0000000L9afAAC,USD,2016-10-01,2016-11-01,1.2991,1475512016000,005b0000000L061AAC,1475512016000,005b0000000L061AAC,1477998314000
04wb0000000L9tuAAC,AED,2016-11-01,2016-12-01,4.47635,1477998312000,005b0000000L061AAC,1477998312000,005b0000000L061AAC,1480586997000
04wb0000000L9tvAAC,AUD,2016-11-01,2016-12-01,1.6046,1477998312000,005b0000000L061AAC,1477998312000,005b0000000L061AAC,1480586999000
04wb0000000L9twAAC,CHF,2016-11-01,2016-12-01,1.2078,1477998313000,005b0000000L061AAC,1477998313000,005b0000000L061AAC,1480586999000
04wb0000000L9txAAC,EUR,2016-11-01,2016-12-01,1.1142,1477998313000,005b0000000L061AAC,1477998313000,005b0000000L061AAC,1480586999000
04wb0000000L9tyAAC,HKD,2016-11-01,2016-12-01,9.472,1477998313000,005b0000000L061AAC,1477998313000,005b0000000L061AAC,1480586999000
04wb0000000L9tzAAC,MYR,2016-11-01,2016-12-01,5.1238,1477998314000,005b0000000L061AAC,1477998314000,005b0000000L061AAC,1480587000000
04wb0000000L9u0AAC,SGD,2016-11-01,2016-12-01,1.6998,1477998314000,005b0000000L061AAC,1477998314000,005b0000000L061AAC,1480587000000
04wb0000000L9u1AAC,USD,2016-11-01,2016-12-01,1.2214,1477998314000,005b0000000L061AAC,1477998314000,005b0000000L061AAC,1480587000000
04wb0000000L9uOAAS,AED,2016-12-01,2017-01-01,4.58226,1480586997000,005b0000000L061AAC,1480586997000,005b0000000L061AAC,1483607061000
04wb0000000L9uPAAS,AUD,2016-12-01,2017-01-01,1.6918,1480586999000,005b0000000L061AAC,1480586999000,005b0000000L061AAC,1483607062000
04wb0000000L9uTAAS,MYR,2016-12-01,2017-01-01,5.5812,1480587000000,005b0000000L061AAC,1480587000000,005b0000000L061AAC,1483607063000
04wb0000000L9uUAAS,SGD,2016-12-01,2017-01-01,1.7901,1480587000000,005b0000000L061AAC,1480587000000,005b0000000L061AAC,1483607064000
04wb0000000L9uVAAS,USD,2016-12-01,2017-01-01,1.2497,1480587000000,005b0000000L061AAC,1480587000000,005b0000000L061AAC,1483607064000
04wb0000000LANcAAO,CHF,2017-01-01,2017-02-01,1.2522,1483607062000,005b0000000L061AAC,1483607062000,005b0000000L061AAC,1485947171000
04wb0000000LANdAAO,EUR,2017-01-01,2017-02-01,1.1651,1483607062000,005b0000000L061AAC,1483607062000,005b0000000L061AAC,1485947171000
04wb0000000LANeAAO,HKD,2017-01-01,2017-02-01,9.5405,1483607063000,005b0000000L061AAC,1483607063000,005b0000000L061AAC,1485947172000
04wb0000000LANhAAO,USD,2017-01-01,2017-02-01,1.2303,1483607064000,005b0000000L061AAC,1483607064000,005b0000000L061AAC,1485947173000
04wb0000000LAoMAAW,AED,2017-02-01,2017-03-01,4.59396,1485947169000,005b0000000L061AAC,1485947169000,005b0000000L061AAC,1488379948000
04wb0000000LAoNAAW,AUD,2017-02-01,2017-03-01,1.6584,1485947170000,005b0000000L061AAC,1485947170000,005b0000000L061AAC,1488379949000
04wb0000000LAoOAAW,CHF,2017-02-01,2017-03-01,1.2415,1485947171000,005b0000000L061AAC,1485947171000,005b0000000L061AAC,1488379949000
04wb0000000LAoQAAW,HKD,2017-02-01,2017-03-01,9.7684,1485947172000,005b0000000L061AAC,1485947172000,005b0000000L061AAC,1488379950000
04wb0000000LAoSAAW,SGD,2017-02-01,2017-03-01,1.7733,1485947172000,005b0000000L061AAC,1485947172000,005b0000000L061AAC,1488379950000
04wb0000000LAoTAAW,USD,2017-02-01,2017-03-01,1.2589,1485947173000,005b0000000L061AAC,1485947173000,005b0000000L061AAC,1488379951000
04wb0000000LBKJAA4,AUD,2017-03-01,2017-04-01,1.6183,1488379949000,005b0000000L061AAC,1488379949000,005b0000000L061AAC,1491214877000
04wb0000000LBKKAA4,CHF,2017-03-01,2017-04-01,1.2462,1488379949000,005b0000000L061AAC,1488379949000,005b0000000L061AAC,1491214877000
04wb0000000LBKMAA4,HKD,2017-03-01,2017-04-01,9.6607,1488379950000,005b0000000L061AAC,1488379950000,005b0000000L061AAC,1491214878000
04wb0000000LBKNAA4,MYR,2017-03-01,2017-04-01,5.5256,1488379950000,005b0000000L061AAC,1488379950000,005b0000000L061AAC,1491214878000
04wb0000000LBKOAA4,SGD,2017-03-01,2017-04-01,1.7404,1488379950000,005b0000000L061AAC,1488379950000,005b0000000L061AAC,1491214879000
04wb0000000LBKPAA4,USD,2017-03-01,2017-04-01,1.2445,1488379951000,005b0000000L061AAC,1488379951000,005b0000000L061AAC,1491214879000
04wb0000000LCgKAAW,AED,2017-04-01,2017-05-01,4.60623,1491214876000,005b0000000L061AAC,1491214876000,005b0000000L061AAC,1493734684000
04wb0000000LCgLAAW,AUD,2017-04-01,2017-05-01,1.6398,1491214877000,005b0000000L061AAC,1491214877000,005b0000000L061AAC,1493734685000
04wb0000000LCgNAAW,EUR,2017-04-01,2017-05-01,1.1694,1491214878000,005b0000000L061AAC,1491214878000,005b0000000L061AAC,1493734686000
04wb0000000LCgPAAW,MYR,2017-04-01,2017-05-01,5.535,1491214878000,005b0000000L061AAC,1491214878000,005b0000000L061AAC,1493734686000
04wb0000000LCgQAAW,SGD,2017-04-01,2017-05-01,1.7476,1491214879000,005b0000000L061AAC,1491214879000,005b0000000L061AAC,1493734687000
04wb0000000LCgRAAW,USD,2017-04-01,2017-05-01,1.2507,1491214879000,005b0000000L061AAC,1491214879000,005b0000000L061AAC,1493734687000
04wb0000000LLCVAA4,CHF,2017-05-01,2017-06-01,1.2877,1493734685000,005b0000000L061AAC,1493734685000,005b0000000L061AAC,1496329763000
04wb0000000LLCWAA4,EUR,2017-05-01,2017-06-01,1.1881,1493734686000,005b0000000L061AAC,1493734686000,005b0000000L061AAC,1496329765000
04wb0000000LLCXAA4,HKD,2017-05-01,2017-06-01,10.0628,1493734686000,005b0000000L061AAC,1493734686000,005b0000000L061AAC,1496329765000
04wb0000000LLCYAA4,MYR,2017-05-01,2017-06-01,5.6164,1493734686000,005b0000000L061AAC,1493734686000,005b0000000L061AAC,1496329765000
04wb0000000LLCaAAO,USD,2017-05-01,2017-06-01,1.2938,1493734687000,005b0000000L061AAC,1493734687000,005b0000000L061AAC,1496329766000
04wb0000000QdjKAAS,AED,2017-12-01,2018-01-01,4.95035,1512123392000,005b0000000L061AAC,1512123392000,005b0000000L061AAC,1514890064000
04wb0000000QdjLAAS,AUD,2017-12-01,2018-01-01,1.7817,1512123394000,005b0000000L061AAC,1512123394000,005b0000000L061AAC,1514890064000
04wb0000000QdjMAAS,CHF,2017-12-01,2018-01-01,1.3286,1512123394000,005b0000000L061AAC,1512123394000,005b0000000L061AAC,1514890064000
04wb0000000QdjNAAS,EUR,2017-12-01,2018-01-01,1.1348,1512123395000,005b0000000L061AAC,1512123395000,005b0000000L061AAC,1514890064000
04wb0000000QdjPAAS,MYR,2017-12-01,2018-01-01,5.5331,1512123396000,005b0000000L061AAC,1512123396000,005b0000000L061AAC,1514890064000
04wb000000014MTAAY,EUR,2014-04-01,2014-05-01,1.2096,1396353842000,005b0000000L061AAC,1396353842000,005b0000000L061AAC,1399044577000
04wb000000055D7AAI,HKD,2017-07-01,2017-08-01,10.1403,1499156955000,005b0000000L061AAC,1499156955000,005b0000000L061AAC,1501580285000
04wb0000000AL2gAAG,MYR,2016-02-01,2016-03-01,5.8947,1454329688000,005b0000000L061AAC,1454329688000,005b0000000L061AAC,1457086157000
04wb0000000AL2mAAG,AUD,0000-12-30,2016-03-01,2.0061,1454329928000,005b0000000L061AAC,1454329928000,005b0000000L061AAC,1457086156000
04wb0000000Ac8JAAS,AUD,2017-11-01,2017-12-01,1.7319,1509573110000,005b0000000L061AAC,1509573110000,005b0000000L061AAC,1512123394000
04wb0000000Ac8KAAS,CHF,2017-11-01,2017-12-01,1.3238,1509573111000,005b0000000L061AAC,1509573111000,005b0000000L061AAC,1512123394000
04wb0000000LANaAAO,AED,2017-01-01,2017-02-01,4.53016,1483607061000,005b0000000L061AAC,1483607061000,005b0000000L061AAC,1485947169000
04wb0000000LANbAAO,AUD,2017-01-01,2017-02-01,1.7028,1483607062000,005b0000000L061AAC,1483607062000,005b0000000L061AAC,1485947170000
04wb0000000LANfAAO,MYR,2017-01-01,2017-02-01,5.5191,1483607063000,005b0000000L061AAC,1483607063000,005b0000000L061AAC,1485947172000
04wb0000000LCgMAAW,CHF,2017-04-01,2017-05-01,1.2517,1491214877000,005b0000000L061AAC,1491214877000,005b0000000L061AAC,1493734685000
04wb0000000LLCTAA4,AED,2017-05-01,2017-06-01,4.74347,1493734684000,005b0000000L061AAC,1493734684000,005b0000000L061AAC,1496329762000
04wb0000000LLCZAA4,SGD,2017-05-01,2017-06-01,1.8086,1493734687000,005b0000000L061AAC,1493734687000,005b0000000L061AAC,1496329766000
04wb0000000QdjQAAS,SGD,2017-12-01,2018-01-01,1.8222,1512123396000,005b0000000L061AAC,1512123396000,005b0000000L061AAC,1514890064000
04wb0000000XiEUAA0,AED,2016-07-01,2016-08-01,4.91668,1467364257000,005b0000000L061AAC,1467364257000,005b0000000L061AAC,1470044678000
04wb0000000XiEVAA0,AUD,2016-07-01,2016-08-01,1.8033,1467364258000,005b0000000L061AAC,1467364258000,005b0000000L061AAC,1470044678000
04wb0000000XiEWAA0,CHF,2016-07-01,2016-08-01,1.3085,1467364258000,005b0000000L061AAC,1467364258000,005b0000000L061AAC,1470044678000
04wb0000000XiEXAA0,EUR,2016-07-01,2016-08-01,1.2081,1467364258000,005b0000000L061AAC,1467364258000,005b0000000L061AAC,1470044679000
04wb0000000XiEZAA0,MYR,2016-07-01,2016-08-01,5.4085,1467364259000,005b0000000L061AAC,1467364259000,005b0000000L061AAC,1470044679000
04wb0000000XiEaAAK,SGD,2016-07-01,2016-08-01,1.8077,1467364259000,005b0000000L061AAC,1467364259000,005b0000000L061AAC,1470044680000
04wb0000000XiEbAAK,USD,2016-07-01,2016-08-01,1.3429,1467364259000,005b0000000L061AAC,1467364259000,005b0000000L061AAC,1470044680000
04wb0000000XjE1AAK,AED,2016-08-01,2016-09-01,4.85568,1470044678000,005b0000000L061AAC,1470044678000,005b0000000L061AAC,1472747124000
04wb0000000XjE2AAK,AUD,2016-08-01,2016-09-01,1.7463,1470044678000,005b0000000L061AAC,1470044678000,005b0000000L061AAC,1472747124000
04wb0000000XjE3AAK,CHF,2016-08-01,2016-09-01,1.282,1470044678000,005b0000000L061AAC,1470044678000,005b0000000L061AAC,1472747125000
04wb0000000XjE4AAK,EUR,2016-08-01,2016-09-01,1.1867,1470044679000,005b0000000L061AAC,1470044679000,005b0000000L061AAC,1472747125000
04wb0000000XjE6AAK,MYR,2016-08-01,2016-09-01,5.4003,1470044679000,005b0000000L061AAC,1470044679000,005b0000000L061AAC,1472747126000
04wb0000000XjE7AAK,SGD,2016-08-01,2016-09-01,1.7828,1470044680000,005b0000000L061AAC,1470044680000,005b0000000L061AAC,1472747126000
04wb0000000XjnBAAS,AED,2016-09-01,2016-10-01,4.81396,1472747124000,005b0000000L061AAC,1472747124000,005b0000000L061AAC,1475512013000
04wb0000000XjnCAAS,AUD,2016-09-01,2016-10-01,1.743,1472747124000,005b0000000L061AAC,1472747124000,005b0000000L061AAC,1475512014000
04wb0000000XjnDAAS,CHF,2016-09-01,2016-10-01,1.2875,1472747125000,005b0000000L061AAC,1472747125000,005b0000000L061AAC,1475512014000
04wb0000000XjnFAAS,HKD,2016-09-01,2016-10-01,10.1606,1472747125000,005b0000000L061AAC,1472747125000,005b0000000L061AAC,1475512015000
04wb0000000XjnGAAS,MYR,2016-09-01,2016-10-01,5.3057,1472747126000,005b0000000L061AAC,1472747126000,005b0000000L061AAC,1475512015000
04wb0000000XjnHAAS,SGD,2016-09-01,2016-10-01,1.7851,1472747126000,005b0000000L061AAC,1472747126000,005b0000000L061AAC,1475512015000
04wb0000000XjnIAAS,USD,2016-09-01,2016-10-01,1.3099,1472747126000,005b0000000L061AAC,1472747126000,005b0000000L061AAC,1475512016000
04wb0000000fzlAAAQ,AED,2016-05-01,2016-06-01,5.37297,1462268993000,005b0000000L061AAC,1462268993000,005b0000000L061AAC,1464796690000
04wb0000000fzlCAAQ,CHF,2016-05-01,2016-06-01,1.4048,1462268994000,005b0000000L061AAC,1462268994000,005b0000000L061AAC,1464796691000
04wb0000000fzlEAAQ,HKD,2016-05-01,2016-06-01,11.3646,1462268994000,005b0000000L061AAC,1462268994000,005b0000000L061AAC,1464796691000
04wb0000000fzlGAAQ,SGD,2016-05-01,2016-06-01,1.9693,1462268995000,005b0000000L061AAC,1462268995000,005b0000000L061AAC,1464796692000
04wb0000000fzlHAAQ,USD,2016-05-01,2016-06-01,1.465,1462268995000,005b0000000L061AAC,1462268995000,005b0000000L061AAC,1464796692000
04wb0000000g0uEAAQ,AUD,2016-06-01,2016-07-01,2.0092,1464796690000,005b0000000L061AAC,1464796690000,005b0000000L061AAC,1467364258000
04wb0000000g0uFAAQ,CHF,2016-06-01,2016-07-01,1.4474,1464796691000,005b0000000L061AAC,1464796691000,005b0000000L061AAC,1467364258000
04wb0000000g0uHAAQ,HKD,2016-06-01,2016-07-01,11.308,1464796691000,005b0000000L061AAC,1464796691000,005b0000000L061AAC,1467364259000
04wb0000000g0uKAAQ,USD,2016-06-01,2016-07-01,1.4557,1464796692000,005b0000000L061AAC,1464796692000,005b0000000L061AAC,1467364259000
04wb0000000kAEUAA2,AED,2016-03-01,2016-04-01,5.09594,1457086156000,005b0000000L061AAC,1457086156000,005b0000000L061AAC,1459711329000
04wb0000000kAEWAA2,CHF,2016-03-01,2016-04-01,1.3872,1457086157000,005b0000000L061AAC,1457086157000,005b0000000L061AAC,1459711329000
04wb0000000kAEXAA2,EUR,2016-03-01,2016-04-01,1.2821,1457086157000,005b0000000L061AAC,1457086157000,005b0000000L061AAC,1459711329000
04wb0000000kAEYAA2,HKD,2016-03-01,2016-04-01,10.8312,1457086157000,005b0000000L061AAC,1457086157000,005b0000000L061AAC,1459711329000
04wb0000000kAEZAA2,MYR,2016-03-01,2016-04-01,5.8571,1457086157000,005b0000000L061AAC,1457086157000,005b0000000L061AAC,1459711330000
04wb0000000kAEaAAM,SGD,2016-03-01,2016-04-01,1.9594,1457086157000,005b0000000L061AAC,1457086157000,005b0000000L061AAC,1459711330000
04wb0000000kB0FAAU,AUD,2016-04-01,2016-05-01,1.8685,1459711329000,005b0000000L061AAC,1459711329000,005b0000000L061AAC,1462268993000
04wb0000000kB0GAAU,CHF,2016-04-01,2016-05-01,1.3764,1459711329000,005b0000000L061AAC,1459711329000,005b0000000L061AAC,1462268994000
04wb0000000kB0HAAU,EUR,2016-04-01,2016-05-01,1.2616,1459711329000,005b0000000L061AAC,1459711329000,005b0000000L061AAC,1462268994000
04wb0000000kB0IAAU,HKD,2016-04-01,2016-05-01,11.1524,1459711329000,005b0000000L061AAC,1459711329000,005b0000000L061AAC,1462268994000
04wb0000000kB0JAAU,MYR,2016-04-01,2016-05-01,5.6132,1459711330000,005b0000000L061AAC,1459711330000,005b0000000L061AAC,1462268995000
04wb0000000kB0KAAU,SGD,2016-04-01,2016-05-01,1.9361,1459711330000,005b0000000L061AAC,1459711330000,005b0000000L061AAC,1462268995000
04wb0000000kB0LAAU,USD,2016-04-01,2016-05-01,1.4378,1459711330000,005b0000000L061AAC,1459711330000,005b0000000L061AAC,1462268995000
04wb000000059mzAAA,HKD,2017-08-01,2017-09-01,10.2963,1501580285000,005b0000000L061AAC,1501580285000,005b0000000L061AAC,1504285811000
04wb00000005E5AAAU,CHF,2017-09-01,2017-10-01,1.2382,1504285810000,005b0000000L061AAC,1504285810000,005b0000000L061AAC,1507233534000
04wb00000005E5DAAU,MYR,2017-09-01,2017-10-01,5.503,1504285811000,005b0000000L061AAC,1504285811000,005b0000000L061AAC,1507233535000
04wb0000000Ac8MAAS,HKD,2017-11-01,2017-12-01,10.3607,1509573112000,005b0000000L061AAC,1509573112000,005b0000000L061AAC,1512123395000
04wb0000000L9uQAAS,CHF,2016-12-01,2017-01-01,1.2732,1480586999000,005b0000000L061AAC,1480586999000,005b0000000L061AAC,1483607062000
04wb0000000L9uRAAS,EUR,2016-12-01,2017-01-01,1.178,1480586999000,005b0000000L061AAC,1480586999000,005b0000000L061AAC,1483607062000
04wb0000000L9uSAAS,HKD,2016-12-01,2017-01-01,9.6933,1480586999000,005b0000000L061AAC,1480586999000,005b0000000L061AAC,1483607063000
04wb0000000LAoPAAW,EUR,2017-02-01,2017-03-01,1.1646,1485947171000,005b0000000L061AAC,1485947171000,005b0000000L061AAC,1488379949000
04wb0000000LAoRAAW,MYR,2017-02-01,2017-03-01,5.5763,1485947172000,005b0000000L061AAC,1485947172000,005b0000000L061AAC,1488379950000
04wb0000000LBKIAA4,AED,2017-03-01,2017-04-01,4.56375,1488379948000,005b0000000L061AAC,1488379948000,005b0000000L061AAC,1491214876000
04wb0000000LCgOAAW,HKD,2017-04-01,2017-05-01,9.7198,1491214878000,005b0000000L061AAC,1491214878000,005b0000000L061AAC,1493734686000
04wb0000000LLCUAA4,AUD,2017-05-01,2017-06-01,1.7297,1493734685000,005b0000000L061AAC,1493734685000,005b0000000L061AAC,1496329763000
04wb0000000QdjOAAS,HKD,2017-12-01,2018-01-01,10.5679,1512123395000,005b0000000L061AAC,1512123395000,005b0000000L061AAC,1514890064000
04wb0000000QdjRAAS,USD,2017-12-01,2018-01-01,1.353,1512123397000,005b0000000L061AAC,1512123397000,005b0000000L061AAC,1514890065000
04wb0000000XiEYAA0,HKD,2016-07-01,2016-08-01,10.4181,1467364258000,005b0000000L061AAC,1467364258000,005b0000000L061AAC,1470044679000
04wb0000000XjE5AAK,HKD,2016-08-01,2016-09-01,10.2955,1470044679000,005b0000000L061AAC,1470044679000,005b0000000L061AAC,1472747125000
04wb0000000XjE8AAK,USD,2016-08-01,2016-09-01,1.3267,1470044680000,005b0000000L061AAC,1470044680000,005b0000000L061AAC,1472747126000
04wb0000000XjnEAAS,EUR,2016-09-01,2016-10-01,1.1765,1472747125000,005b0000000L061AAC,1472747125000,005b0000000L061AAC,1475512015000
04wb0000000fzlDAAQ,EUR,2016-05-01,2016-06-01,1.2791,1462268994000,005b0000000L061AAC,1462268994000,005b0000000L061AAC,1464796691000
04wb0000000fzlFAAQ,MYR,2016-05-01,2016-06-01,5.723,1462268995000,005b0000000L061AAC,1462268995000,005b0000000L061AAC,1464796691000
04wb0000000g0uDAAQ,AED,2016-06-01,2016-07-01,5.3643,1464796690000,005b0000000L061AAC,1464796690000,005b0000000L061AAC,1467364257000
04wb0000000g0uGAAQ,EUR,2016-06-01,2016-07-01,1.3077,1464796691000,005b0000000L061AAC,1464796691000,005b0000000L061AAC,1467364258000
04wb0000000g0uIAAQ,MYR,2016-06-01,2016-07-01,6.0069,1464796691000,005b0000000L061AAC,1464796691000,005b0000000L061AAC,1467364259000
04wb0000000kAEVAA2,AUD,2016-03-01,2016-04-01,1.9508,1457086156000,005b0000000L061AAC,1457086156000,005b0000000L061AAC,1459711329000
04wb0000000kAEbAAM,USD,2016-03-01,2016-04-01,1.3929,1457086158000,005b0000000L061AAC,1457086158000,005b0000000L061AAC,1459711330000
04wb0000000kB0EAAU,AED,2016-04-01,2016-05-01,5.27578,1459711328000,005b0000000L061AAC,1459711328000,005b0000000L061AAC,1462268993000
04wb0000000fzlBAAQ,AUD,2016-05-01,2016-06-01,1.9193,1462268993000,005b0000000L061AAC,1462268993000,005b0000000L061AAC,1464796690000
04wb0000000g0uJAAQ,SGD,2016-06-01,2016-07-01,2.0036,1464796692000,005b0000000L061AAC,1464796692000,005b0000000L061AAC,1467364259000
04wb0000000LANgAAO,SGD,2017-01-01,2017-02-01,1.7778,1483607064000,005b0000000L061AAC,1483607064000,005b0000000L061AAC,1485947172000
04wb0000000LBKLAA4,EUR,2017-03-01,2017-04-01,1.1713,1488379949000,005b0000000L061AAC,1488379949000,005b0000000L061AAC,1491214878000